brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,car_age,mileage_per_year,is_luxury_brand,has_accident,has_clean_title
Jeep,Compass Trailhawk,2018,31000,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,None reported,Yes,22000,7,3875.0,0,0,1
Lexus,IS-F Base,2010,41500,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,44800,15,2593.75,1,1,1
BMW,335 i,2010,91545,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,13000,15,5721.5625,1,0,1
Buick,Lucerne CXL,2006,110000,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,5000,19,5500.0,0,0,1
Lincoln,MKX Reserve,2016,88000,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,18500,9,8800.0,0,0,1
Nissan,Armada Platinum,2018,42833,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Gray,None reported,Yes,37000,7,5354.125,0,0,1
Mercedes-Benz,E-Class 400E,1993,106983,–,–,4-Speed A/T,White,Gray,None reported,Yes,15300,32,3241.909090909091,1,0,1
BMW,435 Gran Coupe i,2015,60100,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,None reported,Yes,24995,10,5463.636363636364,1,0,1
Jeep,Wagoneer Series III,2022,17381,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,Yes,69685,3,4345.25,0,0,1
Cadillac,ATS 2.5L,2013,63172,Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,12995,12,4859.384615384615,0,1,1
Ford,Transit Connect XLT,2010,72000,Gasoline,136.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,10900,15,4500.0,0,1,1
Toyota,Tundra SR,2018,51000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,38000,7,6375.0,0,0,1
Jeep,Wrangler Unlimited Freedom Edition,2013,54500,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,35000,12,4192.307692307692,0,0,1
Maserati,Quattroporte Base,2006,61840,Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,16500,19,3092.0,0,0,1
GMC,Sierra 3500 SLE,2002,300000,Diesel,300.0HP 6.6L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,5000,23,12500.0,0,1,1
Nissan,Frontier SL,2011,103400,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,17000,14,6893.333333333333,0,1,1
Ford,F-150 XL,2016,107000,E85 Flex Fuel,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,22000,9,10700.0,0,1,1
Porsche,911 Carrera S,2010,13850,Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,71400,15,865.625,1,0,1
Honda,Insight EX,2020,64200,Hybrid,151.0HP 1.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,20499,5,10700.0,0,1,1
Porsche,Cayman S,2006,31075,Gasoline,3.4L H6 24V MPFI DOHC,5-Speed Automatic,Black,Black / Stone Grey,None reported,Yes,36250,19,1553.75,1,0,1
BMW,M5 Competition,2020,35400,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Orange,Black,None reported,Yes,71950,5,5900.0,1,0,1
Audi,S4 4.2 quattro,2004,74030,Gasoline,340.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,16000,21,3365.0,1,0,1
Kia,Seltos S,2023,5182,Gasoline,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,32500,2,1727.3333333333333,0,0,1
RAM,ProMaster 2500 High Roof,2019,31681,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,33500,6,4525.857142857143,0,1,1
Mercedes-Benz,E-Class E 400,2015,30300,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,29000,10,2754.5454545454545,1,1,1
Cadillac,XTS Luxury,2016,112000,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,14599,9,11200.0,0,1,1
INFINITI,Q50 Premium,2014,127356,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,19990,11,10613.0,0,1,1
Volkswagen,Touareg V6 Executive,2017,50600,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Brown,At least 1 accident or damage reported,Yes,28890,8,5622.222222222223,0,1,1
Chevrolet,Suburban 1500 LTZ,2011,194000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,9950,14,12933.333333333334,0,0,1
Toyota,Tundra SR5,2021,33455,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Black,None reported,Yes,44750,4,6691.0,0,0,1
BMW,X1 sDrive28i,2022,43000,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,35750,3,10750.0,1,0,1
Mercedes-Benz,GL-Class GL 550 4MATIC,2016,46102,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,35300,9,4610.2,1,0,1
Cadillac,XTS Luxury,2019,59000,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,21000,6,8428.57142857143,0,0,1
Jaguar,XJ8 Base,2004,134000,Gasoline,294.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,9500,21,6090.909090909091,0,1,1
Mercedes-Benz,Sprinter 2500,2012,100245,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,24000,13,7160.357142857143,1,1,1
Dodge,Dakota SLT,2003,141800,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,5700,22,6165.217391304348,0,1,1
Audi,A5 2.0T Premium Plus,2012,77000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,13800,13,5500.0,1,0,1
Audi,A5 2.0T Premium,2018,67035,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Pink,Brown,At least 1 accident or damage reported,Yes,31500,7,8379.375,1,1,1
Audi,S5 3.0 Premium Plus,2012,61450,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,Yes,19500,13,4389.285714285715,1,0,1
Porsche,Panamera GTS,2015,39500,Gasoline,440.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,52590,10,3590.909090909091,1,0,1
Chevrolet,Camaro 2SS,2023,2300,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,51500,2,766.6666666666666,0,0,1
Maserati,GranTurismo MC,2018,18000,Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,67000,7,2250.0,0,0,1
Chevrolet,Avalanche 1500 LT,2012,148000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,18000,13,10571.42857142857,0,0,1
BMW,M5 Base,2018,41000,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,Yes,60200,7,5125.0,1,0,1
Nissan,Titan SE,2009,127600,E85 Flex Fuel,317.0HP 5.6L 8 Cylinder Engine Flex Fuel Capability,A/T,Brown,Gray,None reported,Yes,19500,16,7505.882352941177,0,0,1
Dodge,Ram 1500 SRT-10 Quad Cab,2005,138450,Gasoline,500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,19000,20,6592.857142857143,0,1,1
GMC,Sierra 1500 SLT,2013,230000,E85 Flex Fuel,315.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,15500,12,17692.30769230769,0,0,1
Lexus,RX 350 F Sport,2017,53649,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Red,None reported,Yes,33000,8,5961.0,1,0,1
Mercedes-Benz,GL-Class GL 450 4MATIC,2012,174000,Gasoline,335.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,11999,13,12428.57142857143,1,1,1
INFINITI,QX80 Luxe,2022,49860,Gasoline,5.6L V8 32V GDI DOHC,Automatic,Black Obsidian,Graphite,At least 1 accident or damage reported,Yes,47645,3,12465.0,0,1,1
Mercedes-Benz,AMG C 63 S,2021,13650,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Black,None reported,Yes,75000,4,2730.0,1,0,1
BMW,528 i xDrive,2016,134000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Brown,At least 1 accident or damage reported,Yes,13500,9,13400.0,1,1,1
Porsche,911 Carrera,2014,78000,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Brown,Brown,None reported,Yes,68000,11,6500.0,1,0,1
Porsche,Boxster S,2005,65750,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,21750,20,3130.9523809523807,1,0,1
Ford,Mustang Premium,2007,121630,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,9450,18,6401.578947368421,0,0,1
BMW,528 i xDrive,2016,120000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,16000,9,12000.0,1,0,1
Cadillac,Escalade ESV Platinum,2016,168600,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,29500,9,16860.0,0,0,1
Chevrolet,Corvette Base,2004,43705,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,25900,21,1986.590909090909,0,0,1
Audi,A5 2.0T Premium,2013,111000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,11500,12,8538.461538461539,1,0,1
Audi,TT 2.0T Premium,2012,64549,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,17000,13,4610.642857142857,1,0,1
Buick,LaCrosse CX,2007,53000,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Gray,None reported,Yes,6500,18,2789.4736842105262,0,0,1
Chevrolet,Camaro 2SS,2017,13465,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,44900,8,1496.111111111111,0,0,1
BMW,M3 Base,2015,74000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Gray,Black,None reported,Yes,40000,10,6727.272727272727,1,0,1
Kia,Optima LX,2011,100331,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,–,At least 1 accident or damage reported,Yes,6900,14,6688.733333333334,0,1,1
Toyota,Supra 3.0 Premium,2022,24850,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,53568,3,6212.5,0,0,1
Nissan,Pathfinder SL,2015,115000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,11995,10,10454.545454545454,0,0,1
BMW,X5 xDrive50i,2015,72000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,At least 1 accident or damage reported,Yes,26500,10,6545.454545454545,1,1,1
Mazda,MazdaSpeed3 Grand Touring,2008,162000,Gasoline,263.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,6500,17,9000.0,0,1,1
GMC,Yukon XL SLT,2017,47589,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,45500,8,5287.666666666667,0,0,1
RAM,ProMaster 2500 High Roof,2018,10339,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,36990,7,1292.375,0,0,1
RAM,1500 Classic SLT,2021,32092,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Patriot Blue Pearlcoat,Black,None reported,Yes,35113,4,6418.4,0,0,1
Hyundai,Tucson Limited,2016,138000,Gasoline,175.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Brown,Beige,None reported,Yes,10990,9,13800.0,0,0,1
Chevrolet,SSR Base,2003,87500,Gasoline,300.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,16999,22,3804.3478260869565,0,0,1
Maserati,GranTurismo Base,2013,34920,Gasoline,440.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Brown,None reported,Yes,38900,12,2686.153846153846,0,0,1
BMW,M2 Base,2018,25000,Gasoline,365.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,52000,7,3125.0,1,0,1
Subaru,Outback 2.5i Limited,2015,162000,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,None reported,Yes,13999,10,14727.272727272728,0,0,1
Buick,Roadmaster Estate,1996,119500,Gasoline,260.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,16999,29,3983.3333333333335,0,1,1
Land,Rover Range Rover 5.0L Supercharged,2017,101800,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,36500,8,11311.111111111111,0,0,1
Ford,Expedition Max XLT,2021,84351,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Blue,Ebony,None reported,Yes,42691,4,16870.2,0,0,1
BMW,230 i,2019,30000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,29000,6,4285.714285714285,1,1,1
Lexus,ES 350 Base,2007,78980,Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,10600,18,4156.8421052631575,1,1,1
Maserati,Levante Modena,2023,5409,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Blu,Black,None reported,Yes,88950,2,1803.0,0,0,1
Dodge,Challenger SRT Hellcat,2020,12700,Gasoline,717.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,69900,5,2116.6666666666665,0,1,1
Audi,S4 3.0T Premium,2019,12000,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,48000,6,1714.2857142857142,1,0,1
Ford,Mustang GT Premium,2016,25717,Gasoline,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,33900,9,2571.7,0,0,1
Audi,TTS 2.0T Premium Plus,2011,69700,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Orange,–,At least 1 accident or damage reported,Yes,23000,14,4646.666666666667,1,1,1
BMW,M2 Competition,2020,25013,Gasoline,405.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,55000,5,4168.833333333333,1,0,1
BMW,740 i,2016,57939,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,27500,9,5793.9,1,0,1
Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2018,52694,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,49999,7,6586.75,1,0,1
Mercedes-Benz,S-Class S 550 4MATIC,2015,54000,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,37000,10,4909.090909090909,1,0,1
Honda,S2000 Base,2002,110500,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Red,None reported,Yes,27000,23,4604.166666666667,0,0,1
Chevrolet,Corvette Base,2000,97500,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,10000,25,3750.0,0,0,1
Chevrolet,Colorado Z71,2020,20909,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Red,Jet Black,None reported,Yes,35387,5,3484.8333333333335,0,0,1
Mercedes-Benz,S-Class S 63 AMG,2013,77648,Gasoline,536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,40000,12,5972.923076923077,1,0,1
Bentley,Continental GTC Base,2013,79422,Gasoline,616.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,64000,12,6109.384615384615,0,0,1
GMC,Sierra 2500 SLE H/D Extended Cab,2002,53850,Gasoline,340.0HP 8.1L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,16900,23,2243.75,0,1,1
Audi,SQ5 3.0T Premium,2020,21832,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,42000,5,3638.6666666666665,1,0,1
Toyota,Corolla iM Base,2017,41932,Gasoline,137.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,18700,8,4659.111111111111,0,0,1
GMC,Yukon XL SLT,2017,110000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,34999,8,12222.222222222223,0,1,1
Toyota,Tundra 1794,2020,67400,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,47500,5,11233.333333333334,0,0,1
Subaru,WRX Premium,2017,62662,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Red,Black,At least 1 accident or damage reported,Yes,24000,8,6962.444444444444,0,1,1
Subaru,WRX Base,2015,102000,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,White,Black,At least 1 accident or damage reported,Yes,18000,10,9272.727272727272,0,1,1
INFINITI,Q50 Premium,2014,79785,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,White,At least 1 accident or damage reported,Yes,16488,11,6648.75,0,1,1
Chevrolet,Suburban Premier,2017,166549,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,24950,8,18505.444444444445,0,1,1
Toyota,Sequoia Limited,2006,190656,Gasoline,273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,8900,19,9532.8,0,1,1
Dodge,Challenger R/T Scat Pack,2016,7928,–,–,6-Speed M/T,Red,Red,None reported,Yes,37500,9,792.8,0,0,1
Porsche,Cayenne GTS,2009,135606,Gasoline,405.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,15000,16,7976.823529411765,1,0,1
Kia,Telluride S,2023,14700,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,39900,2,4900.0,0,0,1
BMW,Z4 sDrive35is,2014,4200,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,64995,11,350.0,1,0,1
Subaru,Impreza 2.0i Sport,2017,44000,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,Yes,23500,8,4888.888888888889,0,0,1
Dodge,Dart SE,2015,66000,Gasoline,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,12000,10,6000.0,0,0,1
Nissan,370Z Base,2013,106700,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,17500,12,8207.692307692309,0,0,1
Cadillac,Escalade ESV Luxury,2020,120000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,55000,5,20000.0,0,0,1
Mercedes-Benz,E-Class E 350,2012,59600,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,19900,13,4257.142857142857,1,0,1
Kia,Optima Hybrid EX,2012,117220,Hybrid,206.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Black,None reported,Yes,8900,13,8372.857142857143,0,0,1
Chevrolet,Silverado 3500 LTZ,2022,85200,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Silver,Gray,None reported,Yes,67500,3,21300.0,0,0,1
Volkswagen,Golf GTI 2.0T SE 4-Door,2018,63450,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,24325,7,7931.25,0,0,1
Dodge,Ram 1500 SRT-10,2004,73000,Gasoline,500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,None reported,Yes,22500,21,3318.181818181818,0,0,1
Scion,tC Anniversary Edition,2014,115000,Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Silver,None reported,Yes,11495,11,9583.333333333334,0,0,1
Land,Rover Range Rover 5.0L Supercharged Autobiography,2016,56000,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,Yes,49900,9,5600.0,0,0,1
Chevrolet,Suburban 1500 LT,2015,179200,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,–,At least 1 accident or damage reported,Yes,16000,10,16290.90909090909,0,1,1
Maserati,GranTurismo Base,2015,28000,Gasoline,444.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Red,None reported,Yes,44999,10,2545.4545454545455,0,0,1
Porsche,911 Carrera Turbo,2003,155000,Gasoline,415.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,55000,22,6739.130434782609,1,0,1
Hyundai,Sonata Hybrid Base,2012,154000,Hybrid,206.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Green,Gray,At least 1 accident or damage reported,Yes,8500,13,11000.0,0,1,1
Cadillac,CTS Luxury,2012,62500,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,18955,13,4464.285714285715,0,1,1
BMW,323 Ci,2000,177700,Gasoline,170.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Black,None reported,Yes,2500,25,6834.615384615385,1,0,1
Chevrolet,1500 Cheyenne Extended Cab,1995,120000,–,–,4-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,6500,30,3870.967741935484,0,1,1
Nissan,370Z Touring,2012,65000,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,21500,13,4642.857142857143,0,0,1
Ford,Mustang GT Premium,2021,3000,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,49500,4,600.0,0,0,1
Audi,Q5 2.0T Premium,2012,119000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,–,None reported,Yes,12000,13,8500.0,1,0,1
RAM,2500 Big Horn,2013,198868,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Brown,Beige,None reported,Yes,25000,12,15297.538461538461,0,0,1
Dodge,Ram 1500 ST,2011,188000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,8500,14,12533.333333333334,0,1,1
Mercedes-Benz,C-Class C 300 4MATIC Sport,2013,157405,Gasoline,248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,10750,12,12108.076923076924,1,0,1
Dodge,Challenger SRT Hellcat,2016,8228,Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,62500,9,822.8,0,0,1
Land,Rover Range Rover 3.0L Supercharged HSE,2018,73101,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,42950,7,9137.625,0,0,1
BMW,M4 Base,2018,10950,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,White,None reported,Yes,60995,7,1368.75,1,0,1
Mercedes-Benz,S-Class S 560 4MATIC,2018,63160,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,–,At least 1 accident or damage reported,Yes,47000,7,7895.0,1,1,1
